SMILES,docking_score
Cc1cccc(-n2nc(-c3c(C)nc4scc(CC(=O)N[C@H](C)c5ccccc5)n4c3=O)cc2C)c1C,-9.7
CCCCOc1ccc(C(=O)C2=C([O-])C(=O)N(c3nnc(SCC)s3)[C@@H]2c2ccccc2F)cc1,-7.7
CCc1c(C)sc(NC(=O)CSc2nc(-c3ccc(C)cc3)cc(C(F)(F)F)n2)c1C#N,-8.8
CCOc1ccc(S(=O)(=O)N(C)c2ccc(OS(=O)(=O)c3cc(C(=O)[O-])cs3)cc2)cc1,-7.6
CCOC(=O)C1=C([O-])/C(=C/c2c(OC)ccc3ccc(OC)cc23)S/C1=N\c1ccc(CC)cc1,-6.6
Cc1nc2sc3c(c2c2nnc(SCC(=O)N4c5ccccc5Sc5ccccc54)n12)CCCC3,-10.5
CCCCCOc1cccc([C@H]2c3c(oc4cc(C)c(C)cc4c3=O)C(=O)N2Cc2ccccc2Cl)c1,-8.7
O=S(=O)(Oc1ccccc1)[C@H]1CC[C@@]2(C1)[C@H](Cc1ccccc1)CCCN2S(=O)(=O)c1ccccc1,-10.6
O=C(CCn1cnc2sc3c(c2c1=O)CCCC3)Nc1ccc(Br)cc1F,-8.8
CC(C)CN(CC(=O)N(Cc1ccc(F)cc1)Cc1cccs1)C(=O)c1cccc(Br)c1,-8.0
Cc1ccc(N2CCN(C(=S)Nc3ccc(S(=O)(=O)N4[C@H](C)CCC[C@@H]4C)cc3)C[C@@H]2C)cc1,-8.4
C=CCn1c(SCC(=O)N2c3ccccc3C[C@H]2C)nnc1[C@H]1COc2ccccc2O1,-8.8
Cc1ccc(N2C(=O)/C(=C\c3cc(-c4ccccc4)n(-c4ccccc4)c3-c3ccccc3)C(=O)N=C2[O-])cc1,-8.2
C=CCN1C(=O)/C(=C/c2cn(-c3ccccc3)nc2-c2ccc(OCC)c(Cl)c2)SC1=S,-7.9
O=C(c1ccc2c([O-])[nH]c(=S)nc2c1)N1CCN(S(=O)(=O)c2cccc3nsnc23)CC1,-8.1
CC1(C)[C@]2(C(=O)Oc3ccc(OC(=O)[C@]45CC[C@](C)(C(=O)C4)C5(C)C)cc3)CC[C@@]1(C)C(=O)C2,-7.9
CC[C@H]1CCCCN1S(=O)(=O)c1ccc(C(=O)N(CC[NH+](C)C)c2nc3ccc(C)cc3s2)cc1,-7.4
CSc1ccc(CC(=O)N(CCc2cccs2)c2nc3ccc(SC)cc3s2)cc1,-6.9
N#CC(=C\c1ccc(-c2ccccc2Cl)o1)/C([O-])=N/c1nnc(SCc2ccccc2Cl)s1,-8.0
Cc1ccc(N(C)C)c([C@H](c2c([O-])[nH]c(=S)n(C(C)C)c2=O)[C@H]2C(=O)NC(=S)N(C(C)C)[C@H]2O)c1,-6.3
Cc1c(C(=O)Nc2ccc(S(=O)(=O)N(C)c3ccccc3)cc2)oc2cc(Br)ccc12,-8.7
O=C(CSc1nnc(-c2ccccc2Br)n1C1CCCCC1)NCc1ccccc1,-8.5
COc1cc(/C=c2/sc3nc4cc(C)c(C)cc4n3c2=O)cc(Br)c1OCC(=O)[O-],-7.1
Cc1ccc(S(=O)(=O)N(CC(=O)N(Cc2ccccc2)Cc2ccccc2)c2ccc(C)cc2C)cc1,-9.8
CC(C)C(=O)N(CC[NH+]1CCCC1)CC(=O)N1CCc2sccc2[C@@H]1COc1ccc(C(C)C)cc1,-8.1
CSCC[C@H](NC(=O)NCC1CCOCC1)C(=O)[O-],-5.7
CCOC(=O)c1ccc(N2C(=O)c3oc4ccc(F)cc4c(=O)c3[C@H]2c2ccccc2)cc1,-8.3
Cc1ccc(SCC(=O)N(CCC[NH+](C)C)c2nc3cc(C)cc(C)c3s2)cc1,-8.4
CCOC(=O)[C@H]1C([O-])=NC(SCC(=O)Nc2ccc(Cl)cc2)=C(C#N)[C@H]1c1ccccc1Cl,-8.0
CC(C)CC[C@]1(C)CN(C2CCC2)C(=O)[C@H](C2=NS(=O)(=O)c3cc([N-]S(C)(=O)=O)ccc3N2)C1=O,-7.6
CCOc1cc([C@@H]2c3sc(=O)n(CC(=O)N4CCCCC4)c3S[C@H]3C(=O)N=C([O-])[C@H]23)ccc1O,-7.8
COc1ccc(NC(=O)CSc2nc(CC(=O)Nc3ccc(Br)cc3C)cs2)cc1,-8.1
O=C1N/C(=N\S(=O)(=O)c2ccc([N+](=O)[O-])cc2)S/C1=C\c1ccc(I)o1,-8.0
CCOC(=O)c1c(Cn2cncn2)cc2cc(I)c(O)cc2c1-c1cccc(O)c1,-7.1
Cc1ccc(CN(C(=O)COc2ccccc2)c2cccc(CC(=O)Nc3ccc(F)cc3)c2)cc1,-9.6
CCOc1cccc(C(=O)Nc2sc3c(c2C(=O)N[C@@H]2CCS(=O)(=O)C2)CC[C@H](C(C)(C)C)C3)c1,-7.5
C=CCOc1ccc([C@@H]2C(C(=O)OC(C)C)=C(C)N=c3s/c(=C\c4ccc(F)cc4)c(=O)n32)cc1OC,-7.3
COc1cccc(NC(=O)/C(C#N)=C\c2c(Oc3ccc(Cl)cc3Cl)nc3ccccn3c2=O)c1,-8.3
COc1ccc(OC)c(N2C[C@H](c3nc4ccccc4n3CCCOc3ccc(C(C)(C)C)cc3)CC2=O)c1,-8.2
CCc1ccc(-c2csc(/C(C#N)=C\c3cc(Br)c(O)c(OC)c3)n2)cc1,-7.4
Cc1ccc(S(=O)(=O)N(C[C@H](O)Cn2c3ccccc3c3ccccc32)c2ccccc2C)cc1,-8.1
COc1ccc(CCNC(=O)/C(C#N)=C2\S[C@H](Cc3ccc(F)cc3)C(=O)N2c2ccccc2)cc1,-8.2
COc1ccc([C@@H]2c3c(oc4ccc(Cl)cc4c3=O)C(=O)N2c2ccc(C)cc2)cc1OC,-9.9
Cc1cc(C)c2nc(N(CC[NH+](C)C)C(=O)c3ccc(S(=O)(=O)N4CCC(C)CC4)cc3)sc2c1,-7.6
Cc1ccc(-n2c(C)cc(/C=N\NC(=O)CN(Cc3ccccc3)S(=O)(=O)c3ccccc3)c2C)c(C)c1,-10.0
COC(=O)c1ccc([C@@H]2[C@H]3[NH+]=c4ccccc4=C3C[C@H]3C(=O)N(CCc4ccc(OC)cc4)CC(=O)N23)cc1,-8.3
C[C@H]1CCCCN1c1nc2ccccn2c(=O)c1/C=C1/SC(=S)N(Cc2ccc(F)cc2)C1=O,-9.7
Cc1cccn2c(=O)c(/C=C3\SC(=S)N([C@@H](C)c4ccccc4)C3=O)c(N3CCSCC3)nc12,-7.8
CN(C1CCCCC1)S(=O)(=O)c1ccc2c(c1)[C@H]1C=CC[C@H]1[C@H](c1c3ccccc3cc3ccccc13)N2,-10.3
Cc1cc(Br)c(NCC(=O)N/N=C/c2ccc(F)cc2)c(Br)c1,-7.9
CN(CC(=O)N1CCc2sccc2[C@@H]1c1cccs1)S(=O)(=O)c1ccc(Cl)s1,-7.6
Cc1nn(C)c(=O)c(C(=O)OCC(=O)c2cc(C)n(-c3ccc(F)c(Cl)c3)c2C)c1C,-8.4
CCC(=O)N(Cc1ccc(C)o1)[C@@H](C(=O)NC(C)(C)CC(C)(C)C)c1ccc(C(F)(F)F)cc1,-9.0
Cc1cc(C)nc([N-]S(=O)(=O)c2ccc([NH+]=C3C([N+](=O)[O-])=CC=C4[N-]C5(CCCCC5)N=C43)cc2)n1,-8.9
Cc1ccc(N2C(=O)N(Cc3cc4c(cc3Br)OCCO4)C(=O)[C@H]2C)cc1,-7.8
CC(C)c1ccccc1Sc1ccc(/C=C/C(=O)N2CCN(C(=O)c3ccncc3)CC2)cc1[N+](=O)[O-],-8.4
CC(=O)N1CCN(c2cc(-c3ccc(Sc4ccc5c(c4)OCCO5)c(C(F)(F)F)c3)cc[nH+]2)CC1,-9.0
CC(C)c1ccccc1Sc1ccc(-c2cc(N3CCOCC3)ncn2)cc1C(F)(F)F,-8.9
O=C(NCCCN1CCCC1=O)[C@H]1C[C@H]1c1ccc(Sc2ccccc2N2CCCC2)c(C(F)(F)F)c1,-8.2
CC(C)c1ccccc1Sc1ccc(-c2cc(N3CCOCC3)nc[nH+]2)cc1C(F)(F)F,-8.9
CC(=O)N1CCCN(c2cc(-c3ccc(Sc4ccc5c(c4)OCCO5)c(C(F)(F)F)c3)ccn2)CC1,-9.5
CN1CCN(c2ccccc2Sc2ccc([C@@H]3C[C@H]3C(=O)NCCCN3CCCC3=O)cc2C(F)(F)F)CC1,-8.2
O=C(NCCCN1CCCC1=O)[C@@H]1C[C@@H]1c1ccc(Sc2ccccc2N2CCCC2)c(C(F)(F)F)c1,-8.5
O=C(/C=C/c1ccc(Sc2cccc(OCc3c[nH]c[nH+]3)c2)c(C(F)(F)F)c1C(F)(F)F)N1CCOCC1,-8.5
O=C(/C=C/c1ccc(Sc2cccc(NC3CCOCC3)c2)c(C(F)(F)F)c1C(F)(F)F)N1CCOCC1,-8.0
O=C(/C=C/c1ccc(Sc2ccccc2OCc2cccs2)c(C(F)(F)F)c1C(F)(F)F)N1CCOCC1,-8.1
C[NH+]1CCN(c2ccccc2Sc2ccc([C@@H]3C[C@@H]3C(=O)NCCCN3CCCC3=O)cc2C(F)(F)F)CC1,-8.3
O=C(/C=C/c1ccc(Sc2ccccc2NCCCN2CCOCC2)c(Cl)c1)N1CCOCC1,-6.8
CC(C)c1ccccc1Sc1ccc(-c2ccnc(N3CCC[C@@H](C(=O)[O-])C3)c2)cc1C(F)(F)F,-9.2
CC(C)c1ccccc1Sc1ccc(-c2cc(N3CCC[C@@H](c4nn[nH]n4)C3)ncn2)cc1C(F)(F)F,-9.4
CC(C)c1ccccc1Sc1ccc(-c2cc(N3CCC[C@@H](c4nnn[nH]4)C3)ncn2)cc1C(F)(F)F,-9.4
O=C(/C=C/c1ccc(Sc2cccc(OCc3cnc[nH]3)c2)c(C(F)(F)F)c1C(F)(F)F)N1CCOCC1,-8.5
O=C(NC[C@H](NC(=O)c1c(Cl)cc(CC[C@@H](O)c2cccc(O)c2)cc1Cl)C(=O)[O-])c1cccs1,-8.6
O=C(/C=C/c1ccc(Sc2cccc(OCc3ccncc3)c2)c(C(F)(F)F)c1C(F)(F)F)N1CCOCC1,-8.5
CC(C)c1ccccc1Sc1ccc(/C=C/C(=O)N2CCC3(CC2)OCCO3)cc1[N+](=O)[O-],-9.1
CC(=O)N1CCN(C(=O)/C=C/c2ccc(Sc3ccc4cc[nH]c4c3)c(Cl)c2)CC1,-8.6
O=CN1CC[NH+](Cc2ccccc2Sc2ccc(/C=C/C(=O)N3CCOCC3)cc2Cl)CC1,-8.3
CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@]12CN(C(=O)c1ccc3ncccc3c1)C[C@H]2c1ccc(C#N)cc1,-10.0
CC(C)c1ccccc1Sc1ccc([C@H]2C[C@H]2C(=O)NCCCC(=O)[O-])c(Cl)c1Cl,-7.9
C[C@]1(Cc2ccc(Br)cc2)C(=O)N(c2cc(Cl)cc(Cl)c2)c2nncn21,-9.1
O=C([O-])[C@H]1CCCN(c2ccccc2Sc2ccc([C@@H]3C[C@@H]3C(=O)NCCCN3CCCC3=O)c(Cl)c2Cl)C1,-8.8
O=C(/C=C/c1ccc(Sc2cccc(OC3CCSCC3)c2)c(C(F)(F)F)c1C(F)(F)F)N1CCOCC1,-7.9
O=C([O-])[C@H]1CCCN(c2ccccc2Sc2ccc([C@H]3C[C@@H]3C(=O)NCCCN3CCCC3=O)c(Cl)c2Cl)C1,-8.4
O=CN1CCN(Cc2ccccc2Sc2ccc(/C=C/C(=O)N3CCOCC3)cc2Cl)CC1,-8.1
CC(C)c1ccccc1Sc1ccc([C@@H]2C[C@@H]2C(=O)NCCCN2CCCC2=O)c(Cl)c1Cl,-7.8
C[NH+]1CCN(c2ccccc2Sc2ccc([C@H]3C[C@H]3C(=O)NCCCN3CCCC3=O)cc2C(F)(F)F)CC1,-8.2
CNC(=O)[C@H](Cc1ccc2ccccc2c1)N1CCC(=O)N(Cc2cnc3ccccc3c2)[C@@H](CC(C)C)C1=O,-9.6
CC(C)c1ccccc1Sc1ccc(/C=C/C(=O)N2CCC(=O)CC2)cc1[N+](=O)[O-],-8.8
CC(=O)OC(C)(C)/C=C/C(=O)[C@@](C)(O)[C@@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,-8.2
CC(C)c1ccccc1Sc1ccc(-c2cc(N3CC[C@@H](O)C3)nc[nH+]2)cc1C(F)(F)F,-9.1
CC(C)c1ccccc1Sc1ccc(-c2cc[nH+]c(N3CCC(c4nn[nH]n4)CC3)c2)cc1C(F)(F)F,-9.8
O=C(N[C@@H](CNC(=O)C1CCCCC1)C(=O)[O-])c1c(Cl)cc2c(c1Cl)CCN(C(=O)c1ccc(Cl)cc1)C2,-8.4
CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@]12CNC[C@H]2c1ccc(C#N)cc1,-9.2
O=C([O-])[C@@H]1CCCN(c2ccccc2Sc2ccc([C@H]3C[C@H]3C(=O)NCCCN3CCCC3=O)c(Cl)c2Cl)C1,-9.0
CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@]12CN(c1ccc(-c3nnn[n-]3)cn1)C[C@H]2c1ccc(C#N)cc1,-7.7
CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@]12CN(c1nc3cc(C(=O)[O-])ccc3o1)C[C@H]2c1ccc(C#N)cc1,-8.4
CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@]12CN(c1ncc(C(=O)[O-])cn1)C[C@H]2c1ccc(C#N)cc1,-7.2
C[NH+]1CCN(c2ccccc2Sc2ccc([C@@H]3C[C@H]3C(=O)NCCCN3CCCC3=O)cc2C(F)(F)F)CC1,-8.2
O=C(/C=C/c1ccc(Sc2ccc(Cl)cc2Cl)c(Cl)c1)NCCCCCCO,-7.3
CN1CCN(c2ccccc2Sc2ccc([C@@H]3C[C@@H]3C(=O)NCCCN3CCCC3=O)cc2C(F)(F)F)CC1,-8.3
CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@]12C[NH2+]C[C@H]2c1ccc(C#N)cc1,-7.3
CC(C)c1ccccc1Sc1ccc(-c2cc(NCCCn3ccnc3)ncn2)cc1C(F)(F)F,-8.2
O=C(/C=C/c1ccc(Sc2ccc(Cl)cc2Cl)c([N+](=O)[O-])c1)NCCCN1CCCC1=O,-7.9
O=C([O-])[C@H]1CCCN(c2cc(-c3ccc(Sc4ccc5c(c4)OCCO5)c(C(F)(F)F)c3)cc[nH+]2)C1,-9.0
CC(C)c1ccccc1Sc1ccc(-c2cc(N3CCC[C@@H](C(=O)[O-])C3)nc[nH+]2)cc1C(F)(F)F,-9.0
O=C([O-])[C@@H]1CCCN(c2ccccc2Sc2ccc([C@H]3C[C@@H]3C(=O)NCCCN3CCCC3=O)c(Cl)c2Cl)C1,-8.4
CNC(=O)[C@H](Cc1ccc2ccccc2c1)N1CCC(=O)N(C/C=C/c2ccncc2)[C@@H](CC(C)C)C1=O,-9.0
O=C(/C=C/c1ccc(Sc2ccccc2C[NH+]2CCN(Cc3ccc4c(c3)OCO4)CC2)c(Cl)c1)N1CCOCC1,-8.4
CC(C)c1ccccc1Sc1ccc([C@@H]2C[C@@H]2C(=O)N2CCC[C@@H](C(=O)[O-])C2)c(Cl)c1Cl,-8.4
O=C(NC[C@H](NC(=O)c1c(Cl)cc2c(c1Cl)CCN(C(=O)/C=C/c1ccco1)C2)C(=O)[O-])c1cccs1,-8.2
Clc1ccc(Sc2ccccc2NCCC[NH+]2CCOCC2)c(Cl)c1,-8.0
O=C([O-])[C@H]1CCCN(c2ccccc2Sc2ccc([C@@H]3C[C@H]3C(=O)NCCCN3CCCC3=O)c(Cl)c2Cl)C1,-7.6
O=C(NCCCN1CCCC1=O)[C@H]1C[C@@H]1c1ccc(Sc2ccccc2N2CCOCC2)c(C(F)(F)F)c1,-8.1
CC(=O)OC(C)(C)/C=C/C(=O)[C@@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@H](C[C@H](O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C,-8.7
CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@]12CN(c1nc(C(=O)[O-])co1)C[C@H]2c1ccc(C#N)cc1,-9.2
CC(=O)N1CCN(c2nc(-c3ccc(Sc4ccccc4C(C)C)c(C(F)(F)F)c3)co2)CC1,-9.1
CC(C)c1ccccc1Sc1ccc([C@@H]2C[C@H]2C(=O)N2CCC[C@@H](C(=O)[O-])C2)c(Cl)c1Cl,-8.4
C[C@]1(Cc2ccccc2)C(=O)N(c2cc(Cl)cc(Cl)c2)c2ccccc21,-9.3
CC(=O)NC[C@H](NC(=O)c1c(Cl)cc2c(c1Cl)CCN(C(=O)c1ccc(Cl)cc1)C2)C(=O)[O-],-7.4
O=C(NCCCN1CCCC1=O)[C@@H]1C[C@H]1c1ccc(Sc2ccccc2N2CCOCC2)c(C(F)(F)F)c1,-7.9
CC(C)c1ccccc1Sc1ccc(-c2cc(N3CCC[C@H](c4nnn[nH]4)C3)ncn2)cc1C(F)(F)F,-9.1
CC(C)c1ccccc1Sc1ccc(-c2cc(N3CCC(c4nnn[n-]4)CC3)ncn2)cc1C(F)(F)F,-9.4
CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@]12CN(c1ccc(-c3nnn[n-]3)c[nH+]1)C[C@H]2c1ccc(C#N)cc1,-8.0
O=C(/C=C/c1ccc(Sc2ccccc2OC2CCCCC2)c(C(F)(F)F)c1C(F)(F)F)N1CCOCC1,-9.3
Cc1ccc(C(=O)N2CCc3c(cc(Cl)c(C(=O)N[C@@H](CNC(=O)c4cccs4)C(=O)[O-])c3Cl)C2)cc1,-8.5
O=C(/C=C/c1ccc(Sc2cccc(OC3CC[NH2+]CC3)c2)c(C(F)(F)F)c1C(F)(F)F)N1CCOCC1,-8.4
CC(C)c1ccccc1SC1=CC=C(/C=C/C(=O)N2CCC(C(=O)[O-])CC2)[C@H](F)[C@@H]1F,-9.1
CC(C)c1ccccc1Sc1ccc(-c2ccnc(N3CCC[C@H](C(=O)[O-])C3)c2)cc1C(F)(F)F,-8.9
