SMILES,docking_score
COc1ccc2[nH]c3c(c2c1)[C@@H]1CC[N@@H+](C1)[C@H]3C(=O)[O-],-7.5
C[C@H]1CNC(=O)c2[nH]c3ccc(C(=O)Nc4cccc(C#N)c4)cc3c21,-9.8
NC(=O)[C@@H](/N=C1/C(=O)C(=O)[C@H]1Nc1ccncc1)c1cccc(O)c1,-8.0
O=C(Nc1cc(-c2cc3c(=O)[nH]cnc3[nH]2)ccn1)c1ccc(C2CCCC2)cc1,-9.8
C[C@H]1CNc2c(sc3ccc4occc4c23)C(=O)N1,-8.1
C[C@H]1CNC(=O)c2[nH]c3ccc(C(=O)Nc4cnccn4)cc3c21,-9.2
C[C@@H]1CNC(=O)c2[nH]c3ccc(C(=O)Nc4cccnc4)cc3c21,-8.7
Nc1nccc(Nc2cc(-c3ccc4ccccc4c3)c3[nH]ncc3c2)n1,-9.4
NC(=O)[C@H](/N=C1\C(=O)C(=O)[C@H]1Nc1ccncc1)c1cccc(O)c1,-8.1
C[C@@H]1CNC(=O)c2cc3ccc(C(=O)Nc4nc(C(=O)NC5CCCCC5)cs4)cc3n21,-9.6
C[C@H]1CNc2c(sc3ccc4oc(-c5ccccc5)cc4c23)C(=O)N1,-10.0
O=C1NCCc2[nH]c(-c3ccnc(Cl)c3)cc21,-7.7
Nc1nccc(Nc2ccc3[nH]nc(-c4cc5ccccc5s4)c3c2)n1,-9.2
C[C@@H](/N=C1\C(=O)C(=O)[C@H]1N=c1cc[nH]cc1)c1cccc(O)c1,-8.4
C[C@H]1CNC(=O)c2cc3ccc(C(=O)Nc4nc(C(=O)NCC(C)(C)C)cs4)cc3n21,-9.1
N#CC1=C(N)[C@@H]2Cc3cc(O)c(O)cc3O[C@@H]2CC1=N,-7.1
C[C@@H](/N=C1\C(=O)C(=O)[C@H]1/[NH+]=c1\cc[nH]c(Nc2ccncn2)c1)c1ccccc1,-8.9
Cc1ccc(C(=O)NC2CC2)cc1-c1cc2cnn(-c3ccc(F)cc3F)c2n(C)c1=O,-8.4
Nc1nccc(Nc2ccc3[nH]nc(-c4ccc5ccccc5c4)c3c2)n1,-9.8
O=C1NCCc2[nH]c(-c3ccnc(-c4ccncc4)c3)cc21,-8.8
O=C1NCCc2[nH]c(-c3ccnc(-c4cncnc4)c3)cc21,-8.7
N#CC1=C(N)[C@H]2Cc3ccc(O)cc3O[C@@H]2CC1=N,-8.1
COc1cccc(COc2ccc3sc4c(c3c2)[NH2+]C[C@@H](C)NC4=O)c1,-8.4
NC(=O)[C@@H](/N=C1/C(=O)C(=O)[C@H]1N=c1cc[nH]cc1)c1cccc(O)c1,-7.5
O=C1NCCc2[nH]c(-c3ccnc(-c4ccc(O)cc4)c3)cc21,-9.3
COc1ccc2sc3c(c2c1)CCCNC3=O,-7.5
N#CC1=C(N)[C@@H]2Cc3cc(O)c([C@H]4COCCO4)cc3O[C@H]2CC1=N,-8.2
N#CC1=C(N)[C@H]2Cc3cc(O)c(O)cc3O[C@H]2[CH-]C1=[NH2+],-8.0
O=C1N=CN=C2N=C([C-]3C=CNC(/C=C/c4ccc(CN5CCOCC5)cc4)=C3)C=C12,-9.3
Nc1nn(-c2cccc(-c3cccc(O)c3)c2)cc1-c1ccc2c(c1)CCNC2=O,-10.8
CC(C)(C)C[NH+]1CCC(NC(=O)c2csc(NC(=O)c3ccc4cc5n(c4c3)C(C)(C)CNC5=O)n2)CC1,-9.2
COc1cccc(-c2cccc(-n3cc(-c4ccc5c(c4)CCNC5=O)c(N)n3)c2)c1,-10.5
NC(=O)[C@@H](/N=C1\C(=O)C(=O)[C@H]1Nc1ccncc1)c1cccc(O)c1,-8.2
N#CC1=C(N)[C@H]2Cc3ccc(O)cc3O[C@H]2CC1=N,-7.8
COc1ccc2[nH]c3c(c2c1)[C@@H]1CC[N@@H+](C1)[C@@H]3C(=O)[O-],-7.9
O=c1[nH]c(Cc2ccccc2)nc2[nH]c(-c3ccnc(/C=C/c4ccccc4)c3)cc12,-9.9
CC1(C)CNC(=O)c2cc3ccc(C(=O)Nc4nc(C(=O)NC5CC[NH+](Cc6ccccc6)CC5)cs4)cc3n21,-9.7
Nc1nccc(Nc2ccc3n[nH]c(-c4ccc[nH]4)c3c2)n1,-7.9
Nc1nc(Nc2ccc3[nH]nc(-c4cc5ccccc5s4)c3c2)cc[nH+]1,-9.7
N#CC1=C(N)[C@@H]2Cc3cc(O)c([C@H]4COCCO4)cc3O[C@@H]2CC1=N,-7.1
C[C@H]1CNc2c(sc3ccc4nc(-c5ccccc5F)ccc4c23)C(=O)N1,-10.1
N#CC1=C(N)[C@H]2Cc3cc(O)c([C@H]4COCCO4)cc3O[C@@H]2[CH-]C1=[NH2+],-8.2
C[C@H]1CNc2c(sc3ccc4nc(-c5cncnc5)ccc4c23)C(=O)N1,-9.3
C[C@@H]1CNC(=O)c2cc3ccc(C(=O)Nc4nc(C(=O)NC5CC[NH+](Cc6ccccc6)CC5)cs4)cc3n21,-9.3
Nc1ncc2c(n1)c(-c1cc(-c3cc4ccccc4s3)c3[nH]ncc3c1)cn2CCC(=O)[O-],-10.1
C[C@@H]1CNC(=O)c2[nH]c3ccc(C(=O)Nc4cnccn4)cc3c21,-8.4
N#CC1=C(N)[C@H]2Cc3cc(O)c(O)cc3O[C@@H]2[CH-]C1=[NH2+],-8.1
C[C@@H]1CNC(=O)c2[nH]c3ccc(C(=O)Nc4nc(C(=O)NCC[NH3+])cs4)cc3c21,-8.9
CC[NH+](CC)Cc1ccc(/C=C/c2cc(-c3cc4c(=O)[nH]cnc4[nH]3)ccn2)cc1,-8.5
CN1CCN(c2ccc(Nc3cc[nH+]c4ccc(-c5ccc(Br)cc5)cc34)cc2)CC1,-10.2
CN1CCN(c2ccc(Nc3cc[nH+]c4ccc(-c5ccc(Cl)cc5)cc34)cc2)CC1,-10.2
COc1ccc2sc3c(c2c1)NC[C@@H](C[NH2+]Cc1ccccc1)NC3=O,-8.8
O=C1NCCc2[nH]c(-c3ccnc(-c4cnc5ccccc5c4)c3)cc21,-10.0
COc1ccc2sc3c(c2c1)NC[C@@H](C[NH3+])NC3=O,-7.8
O=C(NC1CC1)c1ccc(-c2cc(-c3cc4c([nH]3)CCNC4=O)ccn2)cc1,-9.4
N#CC1=C(N)[C@H]2Cc3cc4c(cc3O[C@@H]2CC1=N)OCCO4,-7.9
C[NH+]1CCN(c2ccc(Nc3cc[nH+]c4ccc(-c5ccc(Br)cc5)cc34)cc2)CC1,-10.2
O=C([O-])c1ccc(-c2cc(-c3cc4c([nH]3)CCNC4=O)ccn2)cc1,-9.4
N#CC1=C(N)[C@H]2Cc3cc(O)c([C@@H]4COCCO4)cc3O[C@@H]2CC1=N,-8.3
N#CC1=C(N)[C@@H]2Cc3cc4c(cc3O[C@@H]2CC1=N)OCCO4,-6.8
CC(C)(C)C[NH+]1CCC(NC(=O)c2csc(NC(=O)c3ccc4cc5n(c4c3)C3(CCC3)CNC5=O)n2)CC1,-9.5
NC(=O)[C@H](/N=C1/C(=O)C(=O)[C@H]1Nc1cc[nH+]cc1)c1cccc(O)c1,-8.3
COc1ccc(-c2cc(-c3cc4c(=O)[nH]cnc4[nH]3)ccn2)cc1,-9.0
C[C@H]1CNc2c(sc3ccc4nc(-c5ccncc5)ccc4c23)C(=O)N1,-9.6
N#CC1=C(N)[C@H]2Cc3cc(O)c([C@@H]4COCCO4)cc3O[C@@H]2[CH-]C1=[NH2+],-8.2
Nc1nc(Nc2ccc3n[nH]c(-c4ccc5ccccc5c4)c3c2)cc[nH+]1,-10.0
N#CC1=C(N)[C@H]2Cc3cc4c(cc3O[C@H]2[CH-]C1=[NH2+])OCCO4,-7.8
COc1cccc(COc2ccc3sc4c(c3c2)NC[C@@H](C)NC4=O)c1,-9.1
C[C@@H](/N=C1/C(=O)C(=O)[C@H]1/N=c1\cc[nH]c(Nc2ccncn2)c1)c1ccccc1,-8.3
C[NH2+][C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,-7.9
C[C@H](/N=C1\C(=O)C(=O)[C@H]1Nc1ccncc1)c1cccc(O)c1,-8.2
N#CC1=C(N)[C@@H]2Cc3ccc(O)cc3O[C@@H]2CC1=N,-7.3
CN(Cc1ccccc1)C(=O)c1ccc(-c2cc(-c3cc4c([nH]3)CCNC4=O)ccn2)cc1,-9.7
N#CC1=C(N)[C@@H]2Cc3cc(O)c([C@@H]4COCCO4)cc3O[C@@H]2CC1=N,-7.7
C[C@@H](/N=C1/C(=O)C(=O)[C@H]1Nc1cc[nH+]cc1)c1cccc(O)c1,-7.9
C[C@H]1CNC(=O)c2[nH]c3ccc(C(=O)Nc4nc(C(=O)NCCC(N)=O)cs4)cc3c21,-9.3
COc1ccc2[nH]c3c(c2c1)[C@H]1CC[N@H+](C1)[C@H]3C(=O)[O-],-7.4
C[C@@H]1CNC(=O)c2[nH]c3ccc(C(=O)Nc4nc(C(=O)NC5CCCCC5)cs4)cc3c21,-9.7
Cn1ccc2ccc(-c3cccc(-n4cc(-c5ccc6c(c5)CCNC6=O)c(N)n4)c3)cc21,-11.0
N#CC1=C(N)[C@@H]2Cc3cc4c(cc3O[C@H]2[CH-]C1=[NH2+])OCCO4,-8.0
C[C@H]1CNC(=O)c2[nH]c3ccc(C(=O)Nc4nc(C(=O)NC5CC[NH+](C)CC5)cs4)cc3c21,-9.5
NC(=O)[C@H](/N=C1\C(=O)C(=O)[C@H]1N=c1cc[nH]cc1)c1cccc(O)c1,-8.2
Nc1nc(Nc2ccc3n[nH]c(-c4cc5ccccc5s4)c3c2)cc[nH+]1,-9.2
COc1ccc2sc3c(c2c1)NC[C@@H](CO)NC3=O,-7.8
C[C@H]1CNC(=O)c2[nH]c3ccc(C(=O)Nc4cccnc4)cc3c21,-9.4
C[C@H]1CNC(=O)c2cc3ccc(C(=O)Nc4nc(C(=O)NC5CC[NH+](Cc6ccccc6)CC5)cs4)cc3n21,-9.3
C[C@H](/N=C1\C(=O)C(=O)[C@H]1N=c1cc[nH]cc1)c1cccc(O)c1,-8.3
C[C@@H]1CNC(=O)c2cc3ccc(C(=O)Nc4nc(C(=O)NC5CC[NH+](CC(C)(C)C)CC5)cs4)cc3n21,-8.8
NC(=O)[C@H](/N=C1/C(=O)C(=O)[C@H]1Nc1ccncc1)c1cccc(O)c1,-8.4
Nc1nccc(-c2cc3c([nH]2)[C@@H](CCF)CNC3=O)n1,-7.4
Cc1ccc(C(=O)NC2CC2)cc1-c1cc2cnn(-c3c(F)cccc3F)c2n(C)c1=O,-8.4
[NH3+]C[C@@H]1CNC(=O)c2cc3ccc(C(=O)Nc4cccnc4)cc3n2C1,-9.5
Nc1nc(Nc2ccc3n[nH]c(-c4ccc[nH]4)c3c2)cc[nH+]1,-8.5
O=C1NCCc2[nH]c(-c3ccnc(-c4ccc5ccccc5c4)c3)cc21,-10.4
C[C@H]1CNc2c(sc3ccc4nc(-c5ccccc5)ccc4c23)C(=O)N1,-10.0
Nc1nc(Nc2ccc3[nH]nc(-c4ccc[nH]4)c3c2)cc[nH+]1,-8.4
C[NH+](C)CCOc1ccc(/C=C/c2cc(-c3cc4c(=O)[nH]cnc4[nH]3)ccn2)cc1,-8.8
Nc1ncc2c(n1)c(-c1cc(-c3cc4ccccc4s3)c3[nH]ncc3c1)cn2CC[NH3+],-9.8
C[C@@H](/N=C1\C(=O)C(=O)[C@H]1Nc1ccncc1)c1cccc(O)c1,-8.7
C[C@@H](/N=C1/C(=O)C(=O)[C@H]1Nc1ccncc1)c1cccc(O)c1,-7.5
C[C@@H](/N=C1/C(=O)C(=O)[C@H]1Nc1cc[nH+]c(Nc2ccncn2)c1)c1ccccc1,-8.5
C[C@@H](/N=C1\C(=O)C(=O)[C@H]1Nc1cc[nH+]cc1)c1cccc(O)c1,-8.5
N#CC1=C(N)[C@H]2Cc3cc(O)c([C@H]4COCCO4)cc3O[C@@H]2CC1=N,-8.4
[NH3+]C[C@H]1CNC(=O)c2cc3ccc(C(=O)Nc4nccs4)cc3n2C1,-9.0
